variant,family,act,weight,scale,target_freq_mhz,converged,wns_ns,area_um2,submodule_areas,power_default_W,submodule_powers_default,power_vcd_W,submodule_powers_vcd,critical_path_ns,achieved_fmax_mhz,vcd_valid_cycles,sigma_act,sigma_w,K,blocks,source
baseline_act-E5M2_w-E2M3_UE4M4,baseline,E5M2,E2M3,UE4M4,400,true,0.0000,3441.312003,CustomOperator_E5M2_to_E2M3_0: 33.8940 (1 inst); CustomOperator_E5M2_to_E2M3_1: 35.9100 (1 inst); CustomOperator_E5M2_to_E2M3_2: 50.9040 (1 inst); CustomOperator_E5M2_to_E2M3_3: 54.4320 (1 inst); FPNAdder: 553.1400 (1 inst); FixedFPTree_exp7_mant7_out8_vec4_range31: 2039.8140 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E2M3_scale_UE4M4_wide8: 381.9060 (1 inst); ScaleToFP15b_E5M2_x_E2M3_UE4M4_wide18: 214.0740 (1 inst),1.492000e-03,CustomOperator_E5M2_to_E2M3_0: 1.210e-05 (1 inst); CustomOperator_E5M2_to_E2M3_1: 1.280e-05 (1 inst); CustomOperator_E5M2_to_E2M3_2: 1.590e-05 (1 inst); CustomOperator_E5M2_to_E2M3_3: 1.620e-05 (1 inst); FPNAdder: 2.280e-04 (1 inst); FixedFPTree_exp7_mant7_out8_vec4_range31: 8.670e-04 (1 inst); SNPS_CLOCK_GATE: 6.040e-07 (1 inst); ScaleAddition_E5M2_to_E2M3_scale_UE4M4_wide8: 2.210e-04 (1 inst); ScaleToFP15b_E5M2_x_E2M3_UE4M4_wide18: 1.050e-04 (1 inst),6.872000e-04,CustomOperator_E5M2_to_E2M3_0: 1.280e-05 (1 inst); CustomOperator_E5M2_to_E2M3_1: 1.380e-05 (1 inst); CustomOperator_E5M2_to_E2M3_2: 1.690e-05 (1 inst); CustomOperator_E5M2_to_E2M3_3: 1.740e-05 (1 inst); FPNAdder: 1.120e-04 (1 inst); FixedFPTree_exp7_mant7_out8_vec4_range31: 3.250e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E2M3_scale_UE4M4_wide8: 8.510e-05 (1 inst); ScaleToFP15b_E5M2_x_E2M3_UE4M4_wide18: 4.650e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E3M2_UE6M2,baseline,E5M2,E3M2,UE6M2,400,true,0.0000,3464.118005,CustomOperator_E5M2_to_E3M2_0: 40.3200 (1 inst); CustomOperator_E5M2_to_E3M2_1: 44.4780 (1 inst); CustomOperator_E5M2_to_E3M2_2: 53.8020 (1 inst); CustomOperator_E5M2_to_E3M2_3: 55.8180 (1 inst); FPNAdder: 540.6660 (1 inst); FixedFPTree_exp8_mant6_out12_vec4_range35: 2114.1540 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE6M2_wide12: 308.9520 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE6M2_wide18: 228.0600 (1 inst),1.407000e-03,CustomOperator_E5M2_to_E3M2_0: 1.540e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.570e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.790e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.840e-05 (1 inst); FPNAdder: 2.320e-04 (1 inst); FixedFPTree_exp8_mant6_out12_vec4_range35: 7.970e-04 (1 inst); SNPS_CLOCK_GATE: 6.020e-07 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE6M2_wide12: 1.760e-04 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE6M2_wide18: 1.210e-04 (1 inst),6.405000e-04,CustomOperator_E5M2_to_E3M2_0: 1.390e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.400e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.720e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.670e-05 (1 inst); FPNAdder: 1.020e-04 (1 inst); FixedFPTree_exp8_mant6_out12_vec4_range35: 3.210e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE6M2_wide12: 5.700e-05 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE6M2_wide18: 4.270e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E4M3_w-E4M3_UE4M4,baseline,E4M3,E4M3,UE4M4,400,true,0.0000,3469.410000,CustomOperator_E4M3_to_E4M3_0: 57.2040 (1 inst); CustomOperator_E4M3_to_E4M3_1: 59.4720 (1 inst); CustomOperator_E4M3_to_E4M3_2: 71.1900 (1 inst); CustomOperator_E4M3_to_E4M3_3: 84.2940 (1 inst); FPNAdder: 547.3440 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 1976.1840 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E4M3_to_E4M3_scale_UE4M4_wide8: 385.4340 (1 inst); ScaleToFP14b_E4M3_x_E4M3_UE4M4_wide18: 211.3020 (1 inst),1.433000e-03,CustomOperator_E4M3_to_E4M3_0: 2.000e-05 (1 inst); CustomOperator_E4M3_to_E4M3_1: 2.240e-05 (1 inst); CustomOperator_E4M3_to_E4M3_2: 2.360e-05 (1 inst); CustomOperator_E4M3_to_E4M3_3: 2.740e-05 (1 inst); FPNAdder: 2.260e-04 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 7.510e-04 (1 inst); SNPS_CLOCK_GATE: 5.950e-07 (1 inst); ScaleAddition_E4M3_to_E4M3_scale_UE4M4_wide8: 2.410e-04 (1 inst); ScaleToFP14b_E4M3_x_E4M3_UE4M4_wide18: 1.090e-04 (1 inst),7.535000e-04,CustomOperator_E4M3_to_E4M3_0: 1.810e-05 (1 inst); CustomOperator_E4M3_to_E4M3_1: 1.990e-05 (1 inst); CustomOperator_E4M3_to_E4M3_2: 2.140e-05 (1 inst); CustomOperator_E4M3_to_E4M3_3: 2.430e-05 (1 inst); FPNAdder: 1.140e-04 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 3.420e-04 (1 inst); SNPS_CLOCK_GATE: 5.180e-06 (1 inst); ScaleAddition_E4M3_to_E4M3_scale_UE4M4_wide8: 1.090e-04 (1 inst); ScaleToFP14b_E4M3_x_E4M3_UE4M4_wide18: 4.810e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E3M2_UE4M3,baseline,E5M2,E3M2,UE4M3,400,true,0.0000,3575.124005,CustomOperator_E5M2_to_E3M2_0: 42.0840 (1 inst); CustomOperator_E5M2_to_E3M2_1: 43.3440 (1 inst); CustomOperator_E5M2_to_E3M2_2: 62.7480 (1 inst); CustomOperator_E5M2_to_E3M2_3: 66.7800 (1 inst); FPNAdder: 584.7660 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 2138.2200 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M3_wide10: 335.5380 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M3_wide18: 224.4060 (1 inst),1.442000e-03,CustomOperator_E5M2_to_E3M2_0: 1.620e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.700e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 2.010e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 2.000e-05 (1 inst); FPNAdder: 2.400e-04 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 8.250e-04 (1 inst); SNPS_CLOCK_GATE: 6.020e-07 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M3_wide10: 1.870e-04 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M3_wide18: 1.040e-04 (1 inst),6.607000e-04,CustomOperator_E5M2_to_E3M2_0: 1.460e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.560e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.910e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.690e-05 (1 inst); FPNAdder: 1.140e-04 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 3.220e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M3_wide10: 6.280e-05 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M3_wide18: 4.110e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-INT8_w-E5M2_UE7M1,baseline,INT8,E5M2,UE7M1,400,true,0.0000,3616.830003,CustomOperator_INT8_to_E5M2_0: 59.2200 (1 inst); CustomOperator_INT8_to_E5M2_1: 58.8420 (1 inst); CustomOperator_INT8_to_E5M2_2: 64.1340 (1 inst); CustomOperator_INT8_to_E5M2_3: 65.2680 (1 inst); FPNAdder: 672.7140 (1 inst); FixedFPTree_exp8_mant10_out18_vec4_range29: 2090.9700 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE7M1_wide18: 257.2920 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE7M1_wide22: 260.8200 (1 inst),1.609000e-03,CustomOperator_INT8_to_E5M2_0: 2.280e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 2.330e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.310e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.470e-05 (1 inst); FPNAdder: 2.770e-04 (1 inst); FixedFPTree_exp8_mant10_out18_vec4_range29: 9.460e-04 (1 inst); SNPS_CLOCK_GATE: 6.550e-07 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE7M1_wide18: 1.440e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE7M1_wide22: 1.330e-04 (1 inst),6.998000e-04,CustomOperator_INT8_to_E5M2_0: 1.990e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 1.960e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.090e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.070e-05 (1 inst); FPNAdder: 1.140e-04 (1 inst); FixedFPTree_exp8_mant10_out18_vec4_range29: 3.370e-04 (1 inst); SNPS_CLOCK_GATE: 5.810e-06 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE7M1_wide18: 5.420e-05 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE7M1_wide22: 5.000e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E3M2_UE5M3,baseline,E5M2,E3M2,UE5M3,400,true,0.0000,3620.232005,CustomOperator_E5M2_to_E3M2_0: 42.0840 (1 inst); CustomOperator_E5M2_to_E3M2_1: 43.5960 (1 inst); CustomOperator_E5M2_to_E3M2_2: 59.5980 (1 inst); CustomOperator_E5M2_to_E3M2_3: 62.3700 (1 inst); FPNAdder: 592.9560 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 2165.3100 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE5M3_wide10: 344.7360 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE5M3_wide18: 229.9500 (1 inst),1.450000e-03,CustomOperator_E5M2_to_E3M2_0: 1.670e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.760e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.930e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.890e-05 (1 inst); FPNAdder: 2.460e-04 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 8.170e-04 (1 inst); SNPS_CLOCK_GATE: 6.030e-07 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE5M3_wide10: 1.940e-04 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE5M3_wide18: 1.070e-04 (1 inst),6.708000e-04,CustomOperator_E5M2_to_E3M2_0: 1.510e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.610e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.850e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.640e-05 (1 inst); FPNAdder: 1.160e-04 (1 inst); FixedFPTree_exp7_mant6_out10_vec4_range35: 3.280e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE5M3_wide10: 6.430e-05 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE5M3_wide18: 4.100e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E5M2_UE8M0,baseline,E5M2,E5M2,UE8M0,400,true,0.0000,3674.412003,CustomOperator_E5M2_to_E5M2_0: 44.8560 (1 inst); CustomOperator_E5M2_to_E5M2_1: 46.1160 (1 inst); CustomOperator_E5M2_to_E5M2_2: 47.7540 (1 inst); CustomOperator_E5M2_to_E5M2_3: 47.1240 (1 inst); DirectToFP17b_E5M2_x_E5M2_UE8M0: 62.3700 (1 inst); FPNAdder: 511.0560 (1 inst); FixedFPTree_exp8_mant6_out6_vec4_range58: 2835.5040 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst),1.136000e-03,CustomOperator_E5M2_to_E5M2_0: 1.550e-05 (1 inst); CustomOperator_E5M2_to_E5M2_1: 1.720e-05 (1 inst); CustomOperator_E5M2_to_E5M2_2: 1.620e-05 (1 inst); CustomOperator_E5M2_to_E5M2_3: 1.620e-05 (1 inst); DirectToFP17b_E5M2_x_E5M2_UE8M0: 3.070e-05 (1 inst); FPNAdder: 1.480e-04 (1 inst); FixedFPTree_exp8_mant6_out6_vec4_range58: 8.840e-04 (1 inst); SNPS_CLOCK_GATE: 6.310e-07 (1 inst),4.795000e-04,CustomOperator_E5M2_to_E5M2_0: 1.320e-05 (1 inst); CustomOperator_E5M2_to_E5M2_1: 1.480e-05 (1 inst); CustomOperator_E5M2_to_E5M2_2: 1.320e-05 (1 inst); CustomOperator_E5M2_to_E5M2_3: 1.310e-05 (1 inst); DirectToFP17b_E5M2_x_E5M2_UE8M0: 6.050e-06 (1 inst); FPNAdder: 6.820e-05 (1 inst); FixedFPTree_exp8_mant6_out6_vec4_range58: 2.980e-04 (1 inst); SNPS_CLOCK_GATE: 5.560e-06 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E3M2_UE4M4,baseline,E5M2,E3M2,UE4M4,400,true,0.0000,3697.974003,CustomOperator_E5M2_to_E3M2_0: 42.8400 (1 inst); CustomOperator_E5M2_to_E3M2_1: 43.5960 (1 inst); CustomOperator_E5M2_to_E3M2_2: 68.2920 (1 inst); CustomOperator_E5M2_to_E3M2_3: 62.7480 (1 inst); FPNAdder: 575.8200 (1 inst); FixedFPTree_exp7_mant6_out8_vec4_range35: 2200.7160 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M4_wide8: 416.5560 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M4_wide18: 215.4600 (1 inst),1.497000e-03,CustomOperator_E5M2_to_E3M2_0: 1.620e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.570e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 2.080e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.950e-05 (1 inst); FPNAdder: 2.260e-04 (1 inst); FixedFPTree_exp7_mant6_out8_vec4_range35: 8.390e-04 (1 inst); SNPS_CLOCK_GATE: 6.050e-07 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M4_wide8: 2.470e-04 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M4_wide18: 1.030e-04 (1 inst),6.923000e-04,CustomOperator_E5M2_to_E3M2_0: 1.490e-05 (1 inst); CustomOperator_E5M2_to_E3M2_1: 1.430e-05 (1 inst); CustomOperator_E5M2_to_E3M2_2: 1.910e-05 (1 inst); CustomOperator_E5M2_to_E3M2_3: 1.730e-05 (1 inst); FPNAdder: 1.050e-04 (1 inst); FixedFPTree_exp7_mant6_out8_vec4_range35: 3.370e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E3M2_scale_UE4M4_wide8: 8.600e-05 (1 inst); ScaleToFP15b_E5M2_x_E3M2_UE4M4_wide18: 4.200e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-INT8_w-E5M2_UE6M2,baseline,INT8,E5M2,UE6M2,400,true,0.0000,3820.068003,CustomOperator_INT8_to_E5M2_0: 60.1020 (1 inst); CustomOperator_INT8_to_E5M2_1: 60.3540 (1 inst); CustomOperator_INT8_to_E5M2_2: 66.0240 (1 inst); CustomOperator_INT8_to_E5M2_3: 64.8900 (1 inst); FPNAdder: 694.2600 (1 inst); FixedFPTree_exp8_mant10_out16_vec4_range29: 2163.9240 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE6M2_wide16: 350.1540 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE6M2_wide22: 270.7740 (1 inst),1.799000e-03,CustomOperator_INT8_to_E5M2_0: 2.300e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 2.340e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.350e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.310e-05 (1 inst); FPNAdder: 2.910e-04 (1 inst); FixedFPTree_exp8_mant10_out16_vec4_range29: 1.060e-03 (1 inst); SNPS_CLOCK_GATE: 6.460e-07 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE6M2_wide16: 2.040e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE6M2_wide22: 1.350e-04 (1 inst),7.534000e-04,CustomOperator_INT8_to_E5M2_0: 1.970e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 1.940e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.020e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 1.890e-05 (1 inst); FPNAdder: 1.260e-04 (1 inst); FixedFPTree_exp8_mant10_out16_vec4_range29: 3.600e-04 (1 inst); SNPS_CLOCK_GATE: 5.810e-06 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE6M2_wide16: 7.410e-05 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE6M2_wide22: 5.100e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-INT8_w-E5M2_UE4M3,baseline,INT8,E5M2,UE4M3,400,true,0.0000,3899.951998,CustomOperator_INT8_to_E5M2_0: 59.9760 (1 inst); CustomOperator_INT8_to_E5M2_1: 59.8500 (1 inst); CustomOperator_INT8_to_E5M2_2: 75.4740 (1 inst); CustomOperator_INT8_to_E5M2_3: 72.8280 (1 inst); FPNAdder: 676.2420 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 2192.4000 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE4M3_wide14: 408.8700 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE4M3_wide22: 265.1040 (1 inst),1.770000e-03,CustomOperator_INT8_to_E5M2_0: 2.350e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 2.320e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.500e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.550e-05 (1 inst); FPNAdder: 2.710e-04 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 1.040e-03 (1 inst); SNPS_CLOCK_GATE: 6.490e-07 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE4M3_wide14: 2.280e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE4M3_wide22: 1.220e-04 (1 inst),8.094000e-04,CustomOperator_INT8_to_E5M2_0: 2.000e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 1.950e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.140e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.040e-05 (1 inst); FPNAdder: 1.330e-04 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 3.720e-04 (1 inst); SNPS_CLOCK_GATE: 5.810e-06 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE4M3_wide14: 1.030e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE4M3_wide22: 5.650e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E4M3_UE7M1,baseline,E5M2,E4M3,UE7M1,400,true,0.0000,3900.456005,CustomOperator_E5M2_to_E4M3_0: 48.6360 (1 inst); CustomOperator_E5M2_to_E4M3_1: 52.7940 (1 inst); CustomOperator_E5M2_to_E4M3_2: 68.5440 (1 inst); CustomOperator_E5M2_to_E4M3_3: 64.8900 (1 inst); FPNAdder: 540.2880 (1 inst); FixedFPTree_exp8_mant7_out14_vec4_range43: 2599.3800 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE7M1_wide14: 227.5560 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE7M1_wide18: 218.2320 (1 inst),1.484000e-03,CustomOperator_E5M2_to_E4M3_0: 1.820e-05 (1 inst); CustomOperator_E5M2_to_E4M3_1: 2.120e-05 (1 inst); CustomOperator_E5M2_to_E4M3_2: 2.550e-05 (1 inst); CustomOperator_E5M2_to_E4M3_3: 2.450e-05 (1 inst); FPNAdder: 2.330e-04 (1 inst); FixedFPTree_exp8_mant7_out14_vec4_range43: 9.190e-04 (1 inst); SNPS_CLOCK_GATE: 6.080e-07 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE7M1_wide14: 1.240e-04 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE7M1_wide18: 1.050e-04 (1 inst),6.879000e-04,CustomOperator_E5M2_to_E4M3_0: 1.550e-05 (1 inst); CustomOperator_E5M2_to_E4M3_1: 1.750e-05 (1 inst); CustomOperator_E5M2_to_E4M3_2: 2.180e-05 (1 inst); CustomOperator_E5M2_to_E4M3_3: 2.060e-05 (1 inst); FPNAdder: 1.070e-04 (1 inst); FixedFPTree_exp8_mant7_out14_vec4_range43: 3.530e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE7M1_wide14: 4.990e-05 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE7M1_wide18: 4.560e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-INT8_w-E5M2_UE5M3,baseline,INT8,E5M2,UE5M3,400,true,0.0000,3912.048000,CustomOperator_INT8_to_E5M2_0: 59.5980 (1 inst); CustomOperator_INT8_to_E5M2_1: 58.9680 (1 inst); CustomOperator_INT8_to_E5M2_2: 69.4260 (1 inst); CustomOperator_INT8_to_E5M2_3: 68.1660 (1 inst); FPNAdder: 709.1280 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 2166.9480 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE5M3_wide14: 424.9980 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE5M3_wide22: 265.4820 (1 inst),1.778000e-03,CustomOperator_INT8_to_E5M2_0: 2.340e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 2.270e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.430e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.470e-05 (1 inst); FPNAdder: 2.910e-04 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 1.010e-03 (1 inst); SNPS_CLOCK_GATE: 6.490e-07 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE5M3_wide14: 2.440e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE5M3_wide22: 1.230e-04 (1 inst),8.205000e-04,CustomOperator_INT8_to_E5M2_0: 1.990e-05 (1 inst); CustomOperator_INT8_to_E5M2_1: 1.900e-05 (1 inst); CustomOperator_INT8_to_E5M2_2: 2.080e-05 (1 inst); CustomOperator_INT8_to_E5M2_3: 2.000e-05 (1 inst); FPNAdder: 1.420e-04 (1 inst); FixedFPTree_exp8_mant10_out14_vec4_range29: 3.650e-04 (1 inst); SNPS_CLOCK_GATE: 5.810e-06 (1 inst); ScaleAddition_INT8_to_E5M2_scale_UE5M3_wide14: 1.160e-04 (1 inst); ScaleToFP19b_INT8_x_E5M2_UE5M3_wide22: 5.290e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
baseline_act-E5M2_w-E4M3_UE6M2,baseline,E5M2,E4M3,UE6M2,400,true,0.0000,4055.814005,CustomOperator_E5M2_to_E4M3_0: 50.0220 (1 inst); CustomOperator_E5M2_to_E4M3_1: 53.6760 (1 inst); CustomOperator_E5M2_to_E4M3_2: 75.4740 (1 inst); CustomOperator_E5M2_to_E4M3_3: 78.1200 (1 inst); FPNAdder: 590.6880 (1 inst); FixedFPTree_exp8_mant7_out12_vec4_range43: 2577.4560 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE6M2_wide12: 321.0480 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE6M2_wide18: 232.0920 (1 inst),1.585000e-03,CustomOperator_E5M2_to_E4M3_0: 1.840e-05 (1 inst); CustomOperator_E5M2_to_E4M3_1: 2.120e-05 (1 inst); CustomOperator_E5M2_to_E4M3_2: 2.720e-05 (1 inst); CustomOperator_E5M2_to_E4M3_3: 2.720e-05 (1 inst); FPNAdder: 2.500e-04 (1 inst); FixedFPTree_exp8_mant7_out12_vec4_range43: 9.210e-04 (1 inst); SNPS_CLOCK_GATE: 6.030e-07 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE6M2_wide12: 1.860e-04 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE6M2_wide18: 1.200e-04 (1 inst),7.293000e-04,CustomOperator_E5M2_to_E4M3_0: 1.580e-05 (1 inst); CustomOperator_E5M2_to_E4M3_1: 1.780e-05 (1 inst); CustomOperator_E5M2_to_E4M3_2: 2.320e-05 (1 inst); CustomOperator_E5M2_to_E4M3_3: 2.220e-05 (1 inst); FPNAdder: 1.230e-04 (1 inst); FixedFPTree_exp8_mant7_out12_vec4_range43: 3.580e-04 (1 inst); SNPS_CLOCK_GATE: 5.300e-06 (1 inst); ScaleAddition_E5M2_to_E4M3_scale_UE6M2_wide12: 6.400e-05 (1 inst); ScaleToFP15b_E5M2_x_E4M3_UE6M2_wide18: 4.740e-05 (1 inst),2.5000,400.0,1059,0.372,0.0366,2048,1,5freq
